10000	1:	1	1
9999	2:	2	1
9998	5:	10	3
9997	10:	10	3
9996	11:	11	2
9995	3:	12	2
9994	4:	12	2
9993	6:	12	2
9992	12:	12	2
9991	20:	20	3
9990	7:	21	3
9989	21:	21	3
9988	22:	22	2
9987	25:	100	11
9986	50:	100	11
9985	100:	100	11
9984	101:	101	10
9983	17:	102	9
9982	34:	102	9
9981	51:	102	9
9980	102:	102	9
9979	55:	110	9
9978	110:	110	9
9977	37:	111	8
9976	111:	111	8
9975	8:	112	8
9974	14:	112	8
9973	16:	112	8
9972	28:	112	8
9971	56:	112	8
9970	112:	112	8
9969	15:	120	8
9968	24:	120	8
9967	30:	120	8
9966	40:	120	8
9965	60:	120	8
9964	120:	120	8
9963	121:	121	7
9962	61:	122	7
9961	122:	122	7
9960	200:	200	11
9959	67:	201	10
9958	201:	201	10
9957	202:	202	10
9956	35:	210	10
9955	42:	210	10
9954	70:	210	10
9953	105:	210	10
9952	210:	210	10
9951	211:	211	9
9950	53:	212	9
9949	106:	212	9
9948	212:	212	9
9947	44:	220	9
9946	220:	220	9
9945	13:	221	8
9944	221:	221	8
9943	74:	222	8
9942	222:	222	8
9941	125:	1000	37
9940	250:	1000	37
9939	500:	1000	37
9938	1000:	1000	37
9937	77:	1001	35
9936	91:	1001	35
9935	143:	1001	35
9934	1001:	1001	35
9933	167:	1002	34
9932	334:	1002	34
9931	501:	1002	34
9930	1002:	1002	34
9929	505:	1010	33
9928	1010:	1010	33
9927	337:	1011	32
9926	1011:	1011	32
9925	23:	1012	31
9924	46:	1012	31
9923	92:	1012	31
9922	253:	1012	31
9921	506:	1012	31
9920	1012:	1012	31
9919	68:	1020	30
9918	85:	1020	30
9917	170:	1020	30
9916	204:	1020	30
9915	255:	1020	30
9914	340:	1020	30
9913	510:	1020	30
9912	1020:	1020	30
9911	1021:	1021	30
9910	73:	1022	29
9909	146:	1022	29
9908	511:	1022	29
9907	1022:	1022	29
9906	275:	1100	30
9905	550:	1100	30
9904	1100:	1100	30
9903	367:	1101	29
9902	1101:	1101	29
9901	19:	1102	29
9900	29:	1102	29
9899	38:	1102	29
9898	58:	1102	29
9897	551:	1102	29
9896	1102:	1102	29
9895	185:	1110	28
9894	370:	1110	28
9893	555:	1110	28
9892	1110:	1110	28
9891	1111:	1111	27
9890	139:	1112	27
9889	278:	1112	27
9888	556:	1112	27
9887	1112:	1112	27
9886	32:	1120	26
9885	80:	1120	26
9884	140:	1120	26
9883	160:	1120	26
9882	224:	1120	26
9881	280:	1120	26
9880	560:	1120	26
9879	1120:	1120	26
9878	59:	1121	26
9877	1121:	1121	26
9876	33:	1122	25
9875	66:	1122	25
9874	187:	1122	25
9873	374:	1122	25
9872	561:	1122	25
9871	1122:	1122	25
9870	48:	1200	26
9869	75:	1200	26
9868	150:	1200	26
9867	240:	1200	26
9866	300:	1200	26
9865	400:	1200	26
9864	600:	1200	26
9863	1200:	1200	26
9862	1201:	1201	26
9861	601:	1202	25
9860	1202:	1202	25
9859	242:	1210	25
9858	605:	1210	25
9857	1210:	1210	25
9856	173:	1211	24
9855	1211:	1211	24
9854	303:	1212	24
9853	404:	1212	24
9852	606:	1212	24
9851	1212:	1212	24
9850	244:	1220	23
9849	305:	1220	23
9848	610:	1220	23
9847	1220:	1220	23
9846	407:	1221	23
9845	1221:	1221	23
9844	26:	1222	23
9843	47:	1222	23
9842	94:	1222	23
9841	611:	1222	23
9840	1222:	1222	23
9839	2000:	2000	37
9838	69:	2001	36
9837	87:	2001	36
9836	667:	2001	36
9835	2001:	2001	36
9834	154:	2002	35
9833	182:	2002	35
9832	286:	2002	35
9831	2002:	2002	35
9830	134:	2010	35
9829	335:	2010	35
9828	402:	2010	35
9827	670:	2010	35
9826	1005:	2010	35
9825	2010:	2010	35
9824	2011:	2011	34
9823	503:	2012	34
9822	1006:	2012	34
9821	2012:	2012	34
9820	2020:	2020	33
9819	43:	2021	33
9818	2021:	2021	33
9817	674:	2022	32
9816	2022:	2022	32
9815	84:	2100	33
9814	175:	2100	33
9813	350:	2100	33
9812	420:	2100	33
9811	525:	2100	33
9810	700:	2100	33
9809	1050:	2100	33
9808	2100:	2100	33
9807	191:	2101	32
9806	2101:	2101	32
9805	1051:	2102	32
9804	2102:	2102	32
9803	422:	2110	31
9802	1055:	2110	31
9801	2110:	2110	31
9800	2111:	2111	31
9799	64:	2112	31
9798	88:	2112	31
9797	96:	2112	31
9796	132:	2112	31
9795	176:	2112	31
9794	192:	2112	31
9793	264:	2112	31
9792	352:	2112	31
9791	528:	2112	31
9790	704:	2112	31
9789	1056:	2112	31
9788	2112:	2112	31
9787	265:	2120	30
9786	424:	2120	30
9785	530:	2120	30
9784	1060:	2120	30
9783	2120:	2120	30
9782	707:	2121	30
9781	2121:	2121	30
9780	1061:	2122	29
9779	2122:	2122	29
9778	440:	2200	30
9777	2200:	2200	30
9776	31:	2201	30
9775	71:	2201	30
9774	2201:	2201	30
9773	734:	2202	29
9772	2202:	2202	29
9771	65:	2210	29
9770	130:	2210	29
9769	442:	2210	29
9768	1105:	2210	29
9767	2210:	2210	29
9766	737:	2211	29
9765	2211:	2211	29
9764	79:	2212	28
9763	158:	2212	28
9762	316:	2212	28
9761	553:	2212	28
9760	1106:	2212	28
9759	2212:	2212	28
9758	148:	2220	28
9757	444:	2220	28
9756	740:	2220	28
9755	2220:	2220	28
9754	2221:	2221	28
9753	2222:	2222	27
9752	625:	10000	123
9751	1250:	10000	123
9750	2500:	10000	123
9749	5000:	10000	123
9748	10000:	10000	123
9747	137:	10001	121
9746	1667:	10002	120
9745	3334:	10002	120
9744	5001:	10002	120
9743	385:	10010	119
9742	455:	10010	119
9741	715:	10010	119
9740	770:	10010	119
9739	910:	10010	119
9738	1430:	10010	119
9737	5005:	10010	119
9736	141:	10011	117
9735	213:	10011	117
9734	3337:	10011	117
9733	2503:	10012	116
9732	5006:	10012	116
9731	668:	10020	115
9730	835:	10020	115
9729	1670:	10020	115
9728	2004:	10020	115
9727	2505:	10020	115
9726	3340:	10020	115
9725	5010:	10020	115
9724	911:	10021	113
9723	5011:	10022	112
9722	2525:	10100	112
9721	5050:	10100	112
9720	39:	10101	111
9719	259:	10101	111
9718	273:	10101	111
9717	481:	10101	111
9716	777:	10101	111
9715	1443:	10101	111
9714	3367:	10101	111
9713	5051:	10102	109
9712	1685:	10110	108
9711	3370:	10110	108
9710	5055:	10110	108
9709	128:	10112	106
9708	632:	10112	106
9707	1264:	10112	106
9706	2528:	10112	106
9705	5056:	10112	106
9704	115:	10120	105
9703	184:	10120	105
9702	230:	10120	105
9701	460:	10120	105
9700	920:	10120	105
9699	1265:	10120	105
9698	2024:	10120	105
9697	2530:	10120	105
9696	5060:	10120	105
9695	349:	10121	104
9694	241:	10122	103
9693	482:	10122	103
9692	723:	10122	103
9691	1446:	10122	103
9690	1687:	10122	103
9689	3374:	10122	103
9688	5061:	10122	103
9687	136:	10200	103
9686	408:	10200	103
9685	425:	10200	103
9684	680:	10200	103
9683	850:	10200	103
9682	1275:	10200	103
9681	1700:	10200	103
9680	2040:	10200	103
9679	2550:	10200	103
9678	3400:	10200	103
9677	5100:	10200	103
9676	5101:	10202	101
9675	2042:	10210	100
9674	5105:	10210	100
9673	138:	10212	98
9672	276:	10212	98
9671	851:	10212	98
9670	1702:	10212	98
9669	2553:	10212	98
9668	3404:	10212	98
9667	5106:	10212	98
9666	292:	10220	97
9665	365:	10220	97
9664	730:	10220	97
9663	1460:	10220	97
9662	2044:	10220	97
9661	2555:	10220	97
9660	5110:	10220	97
9659	3407:	10221	96
9658	269:	10222	95
9657	538:	10222	95
9656	5111:	10222	95
9655	1375:	11000	101
9654	2750:	11000	101
9653	5500:	11000	101
9652	57:	11001	100
9651	193:	11001	100
9650	579:	11001	100
9649	3667:	11001	100
9648	5501:	11002	100
9647	1835:	11010	99
9646	3670:	11010	99
9645	5505:	11010	99
9644	847:	11011	98
9643	1573:	11011	98
9642	2753:	11012	97
9641	5506:	11012	97
9640	76:	11020	96
9639	95:	11020	96
9638	116:	11020	96
9637	145:	11020	96
9636	190:	11020	96
9635	290:	11020	96
9634	380:	11020	96
9633	580:	11020	96
9632	2204:	11020	96
9631	2755:	11020	96
9630	5510:	11020	96
9629	103:	11021	95
9628	107:	11021	95
9627	1837:	11022	95
9626	3674:	11022	95
9625	5511:	11022	95
9624	925:	11100	94
9623	1850:	11100	94
9622	2775:	11100	94
9621	3700:	11100	94
9620	5550:	11100	94
9619	653:	11101	94
9618	427:	11102	93
9617	793:	11102	93
9616	854:	11102	93
9615	1586:	11102	93
9614	5551:	11102	93
9613	5555:	11110	92
9612	41:	11111	91
9611	271:	11111	91
9610	463:	11112	91
9609	926:	11112	91
9608	1389:	11112	91
9607	1852:	11112	91
9606	2778:	11112	91
9605	3704:	11112	91
9604	5556:	11112	91
9603	695:	11120	90
9602	1390:	11120	90
9601	2224:	11120	90
9600	2780:	11120	90
9599	5560:	11120	90
9598	3707:	11121	89
9597	83:	11122	88
9596	166:	11122	88
9595	5561:	11122	88
9594	320:	11200	88
9593	448:	11200	88
9592	800:	11200	88
9591	1400:	11200	88
9590	1600:	11200	88
9589	2240:	11200	88
9588	2800:	11200	88
9587	5600:	11200	88
9586	487:	11201	88
9585	1867:	11202	87
9584	3734:	11202	87
9583	5601:	11202	87
9582	118:	11210	86
9581	295:	11210	86
9580	590:	11210	86
9579	2242:	11210	86
9578	5605:	11210	86
9577	3737:	11211	86
9576	2803:	11212	85
9575	5606:	11212	85
9574	165:	11220	85
9573	330:	11220	85
9572	660:	11220	85
9571	748:	11220	85
9570	935:	11220	85
9569	1870:	11220	85
9568	2244:	11220	85
9567	2805:	11220	85
9566	3740:	11220	85
9565	5610:	11220	85
9564	49:	11221	84
9563	229:	11221	84
9562	1603:	11221	84
9561	62:	11222	83
9560	181:	11222	83
9559	362:	11222	83
9558	5611:	11222	83
9557	375:	12000	88
9556	480:	12000	88
9555	750:	12000	88
9554	1500:	12000	88
9553	2400:	12000	88
9552	3000:	12000	88
9551	4000:	12000	88
9550	6000:	12000	88
9549	1091:	12001	88
9548	353:	12002	87
9547	706:	12002	87
9546	6001:	12002	87
9545	2402:	12010	87
9544	6005:	12010	87
9543	52:	12012	85
9542	78:	12012	85
9541	156:	12012	85
9540	231:	12012	85
9539	308:	12012	85
9538	364:	12012	85
9537	429:	12012	85
9536	462:	12012	85
9535	546:	12012	85
9534	572:	12012	85
9533	858:	12012	85
9532	924:	12012	85
9531	1092:	12012	85
9530	1716:	12012	85
9529	3003:	12012	85
9528	4004:	12012	85
9527	6006:	12012	85
9526	2404:	12020	85
9525	3005:	12020	85
9524	6010:	12020	85
9523	4007:	12021	84
9522	6011:	12022	84
9521	484:	12100	84
9520	2420:	12100	84
9519	3025:	12100	84
9518	6050:	12100	84
9517	2017:	12102	82
9516	4034:	12102	82
9515	6051:	12102	82
9514	346:	12110	82
9513	865:	12110	82
9512	1730:	12110	82
9511	2422:	12110	82
9510	6055:	12110	82
9509	4037:	12111	81
9508	757:	12112	81
9507	1514:	12112	81
9506	3028:	12112	81
9505	6056:	12112	81
9504	808:	12120	80
9503	1515:	12120	80
9502	2424:	12120	80
9501	3030:	12120	80
9500	4040:	12120	80
9499	6060:	12120	80
9498	391:	12121	80
9497	527:	12121	80
9496	713:	12121	80
9495	209:	12122	79
9494	319:	12122	79
9493	418:	12122	79
9492	638:	12122	79
9491	6061:	12122	79
9490	488:	12200	79
9489	1525:	12200	79
