9488	2440:	12200	79
9487	3050:	12200	79
9486	6100:	12200	79
9485	147:	12201	79
9484	249:	12201	79
9483	581:	12201	79
9482	1743:	12201	79
9481	4067:	12201	79
9480	6101:	12202	78
9479	814:	12210	78
9478	2035:	12210	78
9477	2442:	12210	78
9476	4070:	12210	78
9475	6105:	12210	78
9474	86:	12212	77
9473	142:	12212	77
9472	172:	12212	77
9471	284:	12212	77
9470	3053:	12212	77
9469	6106:	12212	77
9468	188:	12220	76
9467	235:	12220	76
9466	260:	12220	76
9465	470:	12220	76
9464	940:	12220	76
9463	2444:	12220	76
9462	3055:	12220	76
9461	6110:	12220	76
9460	9:	12222	75
9459	18:	12222	75
9458	63:	12222	75
9457	97:	12222	75
9456	126:	12222	75
9455	194:	12222	75
9454	291:	12222	75
9453	582:	12222	75
9452	679:	12222	75
9451	873:	12222	75
9450	1358:	12222	75
9449	1746:	12222	75
9448	2037:	12222	75
9447	4074:	12222	75
9446	6111:	12222	75
9445	113:	20001	122
9444	177:	20001	122
9443	339:	20001	122
9442	6667:	20001	122
9441	274:	20002	121
9440	174:	20010	121
9439	345:	20010	121
9438	435:	20010	121
9437	690:	20010	121
9436	870:	20010	121
9435	1334:	20010	121
9434	3335:	20010	121
9433	4002:	20010	121
9432	6670:	20010	121
9431	5003:	20012	119
9430	1540:	20020	119
9429	1820:	20020	119
9428	2860:	20020	119
9427	282:	20022	117
9426	426:	20022	117
9425	6674:	20022	117
9424	268:	20100	117
9423	804:	20100	117
9422	1340:	20100	117
9421	1675:	20100	117
9420	3350:	20100	117
9419	4020:	20100	117
9418	5025:	20100	117
9417	6700:	20100	117
9416	437:	20102	116
9415	529:	20102	116
9414	874:	20102	116
9413	1058:	20102	116
9412	4022:	20110	115
9411	119:	20111	114
9410	169:	20111	114
9409	1183:	20111	114
9408	1547:	20111	114
9407	2873:	20111	114
9406	419:	20112	114
9405	838:	20112	114
9404	1257:	20112	114
9403	1676:	20112	114
9402	2514:	20112	114
9401	3352:	20112	114
9400	5028:	20112	114
9399	6704:	20112	114
9398	2515:	20120	113
9397	4024:	20120	113
9396	5030:	20120	113
9395	1059:	20121	113
9394	6707:	20121	113
9393	518:	20202	111
9392	962:	20202	111
9391	1554:	20202	111
9390	2886:	20202	111
9389	6734:	20202	111
9388	215:	20210	110
9387	430:	20210	110
9386	4042:	20210	110
9385	6737:	20211	109
9384	124:	20212	109
9383	163:	20212	109
9382	326:	20212	109
9381	652:	20212	109
9380	5053:	20212	109
9379	1348:	20220	108
9378	4044:	20220	108
9377	6740:	20220	108
9376	277:	20221	108
9375	168:	21000	111
9374	840:	21000	111
9373	875:	21000	111
9372	1750:	21000	111
9371	2625:	21000	111
9370	3500:	21000	111
9369	4200:	21000	111
9368	5250:	21000	111
9367	7000:	21000	111
9366	382:	21010	109
9365	955:	21010	109
9364	1910:	21010	109
9363	4202:	21010	109
9362	206:	21012	108
9361	309:	21012	108
9360	412:	21012	108
9359	618:	21012	108
9358	1236:	21012	108
9357	1751:	21012	108
9356	3502:	21012	108
9355	5253:	21012	108
9354	7004:	21012	108
9353	4204:	21020	107
9352	5255:	21020	107
9351	539:	21021	107
9350	637:	21021	107
9349	1617:	21021	107
9348	1911:	21021	107
9347	7007:	21021	107
9346	457:	21022	106
9345	914:	21022	106
9344	844:	21100	106
9343	4220:	21100	106
9342	5275:	21100	106
9341	3517:	21102	105
9340	7034:	21102	105
9339	4222:	21110	105
9338	93:	21111	104
9337	227:	21111	104
9336	681:	21111	104
9335	7037:	21111	104
9334	104:	21112	104
9333	203:	21112	104
9332	232:	21112	104
9331	377:	21112	104
9330	406:	21112	104
9329	728:	21112	104
9328	754:	21112	104
9327	812:	21112	104
9326	1508:	21112	104
9325	1624:	21112	104
9324	2639:	21112	104
9323	3016:	21112	104
9322	5278:	21112	104
9321	384:	21120	103
9320	640:	21120	103
9319	880:	21120	103
9318	960:	21120	103
9317	1320:	21120	103
9316	1408:	21120	103
9315	1760:	21120	103
9314	1920:	21120	103
9313	2640:	21120	103
9312	3520:	21120	103
9311	4224:	21120	103
9310	5280:	21120	103
9309	7040:	21120	103
9308	179:	21122	102
9307	358:	21122	102
9306	848:	21200	102
9305	1325:	21200	102
9304	2650:	21200	102
9303	4240:	21200	102
9302	5300:	21200	102
9301	573:	21201	101
9300	7067:	21201	101
9299	1414:	21210	101
9298	3535:	21210	101
9297	4242:	21210	101
9296	7070:	21210	101
9295	5303:	21212	100
9294	4244:	21220	99
9293	5305:	21220	99
9292	27:	21222	98
9291	54:	21222	98
9290	81:	21222	98
9289	131:	21222	98
9288	162:	21222	98
9287	262:	21222	98
9286	393:	21222	98
9285	786:	21222	98
9284	1179:	21222	98
9283	2358:	21222	98
9282	3537:	21222	98
9281	7074:	21222	98
9280	4400:	22000	101
9279	449:	22001	101
9278	3143:	22001	101
9277	114:	22002	100
9276	386:	22002	100
9275	1158:	22002	100
9274	7334:	22002	100
9273	155:	22010	100
9272	310:	22010	100
9271	355:	22010	100
9270	710:	22010	100
9269	4402:	22010	100
9268	759:	22011	100
9267	957:	22011	100
9266	7337:	22011	100
9265	5503:	22012	99
9264	1468:	22020	99
9263	4404:	22020	99
9262	7340:	22020	99
9261	361:	22021	98
9260	1159:	22021	98
9259	1694:	22022	98
9258	3146:	22022	98
9257	325:	22100	98
9256	650:	22100	98
9255	884:	22100	98
9254	1300:	22100	98
9253	4420:	22100	98
9252	5525:	22100	98
9251	159:	22101	97
9250	417:	22101	97
9249	7367:	22101	97
9248	257:	22102	97
9247	514:	22102	97
9246	1474:	22110	96
9245	3685:	22110	96
9244	4422:	22110	96
9243	7370:	22110	96
9242	691:	22112	96
9241	1382:	22112	96
9240	2764:	22112	96
9239	5528:	22112	96
9238	395:	22120	95
9237	790:	22120	95
9236	1580:	22120	95
9235	2765:	22120	95
9234	3160:	22120	95
9233	4424:	22120	95
9232	5530:	22120	95
9231	1229:	22122	94
9230	2458:	22122	94
9229	3687:	22122	94
9228	7374:	22122	94
9227	296:	22200	94
9226	888:	22200	94
9225	1480:	22200	94
9224	4440:	22200	94
9223	7400:	22200	94
9222	149:	22201	94
9221	1306:	22202	94
9220	4442:	22210	93
9219	133:	22211	93
9218	1169:	22211	93
9217	3173:	22211	93
9216	36:	22212	92
9215	617:	22212	92
9214	1234:	22212	92
9213	1851:	22212	92
9212	2468:	22212	92
9211	3702:	22212	92
9210	5553:	22212	92
9209	7404:	22212	92
9208	4444:	22220	92
9207	823:	22221	92
9206	2469:	22221	92
9205	7407:	22221	92
9204	82:	22222	91
9203	542:	22222	91
9202	3125:	100000	411
9201	6250:	100000	411
9200	9091:	100001	409
9199	2381:	100002	408
9198	4762:	100002	408
9197	7143:	100002	408
9196	685:	100010	406
9195	1370:	100010	406
9194	629:	100011	404
9193	901:	100011	404
9192	1887:	100011	404
9191	1961:	100011	404
9190	2703:	100011	404
9189	5883:	100011	404
9188	2273:	100012	403
9187	4546:	100012	403
9186	9092:	100012	403
9185	6668:	100020	401
9184	8335:	100020	401
9183	3449:	100021	400
9182	3847:	100022	398
9181	7694:	100022	398
9180	1925:	100100	397
9179	2275:	100100	397
9178	3575:	100100	397
9177	3850:	100100	397
9176	4550:	100100	397
9175	7150:	100100	397
9174	7700:	100100	397
9173	9100:	100100	397
9172	183:	100101	395
9171	547:	100101	395
9170	1641:	100101	395
9169	705:	100110	392
9168	1065:	100110	392
9167	1410:	100110	392
9166	2130:	100110	392
9165	479:	100111	391
9164	5269:	100111	391
9163	9101:	100111	391
9162	6257:	100112	389
9161	123:	100122	385
9160	246:	100122	385
9159	451:	100122	385
9158	902:	100122	385
9157	1353:	100122	385
9156	1517:	100122	385
9155	2706:	100122	385
9154	3034:	100122	385
9153	4551:	100122	385
9152	9102:	100122	385
9151	1336:	100200	383
9150	4008:	100200	383
9149	4175:	100200	383
9148	6680:	100200	383
9147	8350:	100200	383
9146	1033:	100201	382
9145	1822:	100210	379
9144	4555:	100210	379
9143	9110:	100210	379
9142	4357:	100211	378
9141	1193:	100212	376
9140	2386:	100212	376
9139	3579:	100212	376
9138	4772:	100212	376
9137	7158:	100212	376
9136	8351:	100212	376
9135	3037:	100221	373
9134	9111:	100221	373
9133	771:	101001	372
9132	4591:	101002	371
9131	9182:	101002	371
9130	195:	101010	370
9129	390:	101010	370
9128	1295:	101010	370
9127	1365:	101010	370
9126	2405:	101010	370
9125	2590:	101010	370
9124	2730:	101010	370
9123	3885:	101010	370
9122	4810:	101010	370
9121	7215:	101010	370
9120	7770:	101010	370
9119	1217:	101011	368
9118	226:	101022	363
9117	298:	101022	363
9116	447:	101022	363
9115	678:	101022	363
9114	894:	101022	363
9113	8425:	101100	362
9112	1313:	101101	361
9111	7777:	101101	361
9110	9191:	101101	361
9109	383:	101112	356
9108	766:	101112	356
9107	1149:	101112	356
9106	1532:	101112	356
9105	2298:	101112	356
9104	3064:	101112	356
9103	4213:	101112	356
9102	4596:	101112	356
9101	8426:	101112	356
9100	9192:	101112	356
9099	256:	101120	354
9098	1280:	101120	354
9097	6320:	101120	354
9096	2733:	101121	353
9095	217:	101122	352
9094	233:	101122	352
9093	434:	101122	352
9092	466:	101122	352
9091	1631:	101122	352
9090	3262:	101122	352
9089	7223:	101122	352
9088	368:	101200	351
9087	575:	101200	351
9086	1150:	101200	351
9085	1840:	101200	351
9084	2300:	101200	351
9083	4048:	101200	351
9082	4600:	101200	351
9081	6325:	101200	351
9080	9200:	101200	351
9079	5953:	101201	350
9078	698:	101210	347
9077	1745:	101210	347
9076	3490:	101210	347
9075	3067:	101211	346
9074	9201:	101211	346
9073	964:	101220	344
9072	1205:	101220	344
9071	2410:	101220	344
9070	2892:	101220	344
9069	3615:	101220	344
9068	4820:	101220	344
9067	6748:	101220	344
9066	7230:	101220	344
9065	8435:	101220	344
9064	214:	101222	341
9063	473:	101222	341
9062	946:	101222	341
9061	1177:	101222	341
9060	2354:	101222	341
9059	4601:	101222	341
9058	9202:	101222	341
9057	272:	102000	343
9056	816:	102000	343
9055	1360:	102000	343
9054	2125:	102000	343
9053	4080:	102000	343
9052	4250:	102000	343
9051	6375:	102000	343
9050	6800:	102000	343
9049	8500:	102000	343
9048	247:	102011	338
9047	413:	102011	338
9046	767:	102011	338
9045	1729:	102011	338
9044	5369:	102011	338
9043	7847:	102011	338
9042	8501:	102012	337
9041	1097:	102021	335
9040	3291:	102021	335
9039	1759:	102022	334
9038	3518:	102022	334
9037	4084:	102100	333
9036	238:	102102	331
9035	357:	102102	331
9034	663:	102102	331
9033	714:	102102	331
9032	1309:	102102	331
9031	1326:	102102	331
9030	2431:	102102	331
9029	2618:	102102	331
9028	3094:	102102	331
9027	3927:	102102	331
9026	4641:	102102	331
9025	4862:	102102	331
9024	7293:	102102	331
9023	7854:	102102	331
9022	9282:	102102	331
9021	3191:	102112	328
9020	6382:	102112	328
9019	552:	102120	327
9018	1380:	102120	327
9017	2760:	102120	327
9016	4255:	102120	327
9015	6808:	102120	327
9014	8510:	102120	327
9013	584:	102200	324
9012	1825:	102200	324
9011	2920:	102200	324
9010	3650:	102200	324
9009	4088:	102200	324
9008	7300:	102200	324
9007	489:	102201	323
9006	627:	102201	323
9005	1793:	102201	323
9004	3097:	102201	323
9003	5379:	102201	323
9002	9291:	102201	323
9001	373:	102202	322
9000	746:	102202	322
8999	6814:	102210	321
8998	2377:	102211	320
8997	2323:	102212	319
8996	4646:	102212	319
8995	9292:	102212	319
8994	1076:	102220	318
8993	1345:	102220	318
8992	2690:	102220	318
8991	5380:	102220	318
8990	859:	102221	317
8989	6013:	102221	317
8988	631:	102222	316
8987	1262:	102222	316
8986	1893:	102222	316
8985	3786:	102222	316
8984	5679:	102222	316
8983	6875:	110000	339
8982	991:	110001	338
8981	2973:	110001	338
8980	285:	110010	336
8979	570:	110010	336
8978	965:	110010	336
8977	1930:	110010	336
8976	2895:	110010	336
8975	5790:	110010	336
8974	803:	110011	335
8973	1507:	110011	335
8972	3929:	110012	334
8971	7858:	110012	334
8970	409:	110021	332
8969	9175:	110100	330
8968	4787:	110101	329
8967	4235:	110110	327
8966	7865:	110110	327
8965	8470:	110110	327
8964	739:	110111	326
8963	186:	110112	325
8962	248:	110112	325
8961	372:	110112	325
8960	496:	110112	325
8959	592:	110112	325
8958	744:	110112	325
8957	992:	110112	325
8956	1147:	110112	325
8955	1184:	110112	325
8954	1488:	110112	325
8953	1776:	110112	325
8952	2294:	110112	325
8951	2976:	110112	325
8950	3441:	110112	325
8949	3552:	110112	325
8948	4588:	110112	325
8947	6882:	110112	325
8946	9176:	110112	325
8945	517:	110121	323
8944	781:	110121	323
8943	1551:	110121	323
8942	2343:	110121	323
8941	152:	110200	322
8940	475:	110200	322
8939	725:	110200	322
8938	760:	110200	322
8937	950:	110200	322
8936	1160:	110200	322
8935	1450:	110200	322
8934	1900:	110200	322
8933	2900:	110200	322
8932	3800:	110200	322
8931	4408:	110200	322
8930	5800:	110200	322
8929	2249:	110201	321
8928	8477:	110201	321
8927	515:	110210	319
8926	535:	110210	319
8925	1030:	110210	319
8924	1070:	110210	319
8923	2161:	110211	318
8922	6483:	110211	318
8921	236:	110212	317
8920	467:	110212	317
8919	934:	110212	317
8918	1868:	110212	317
8917	7348:	110220	316
8916	9185:	110220	316
8915	7873:	110222	314
8914	4625:	111000	316
8913	9250:	111000	316
8912	3265:	111010	313
8911	6530:	111010	313
8910	3581:	111011	312
8909	348:	111012	311
8908	841:	111012	311
8907	1276:	111012	311
8906	1682:	111012	311
8905	1914:	111012	311
8904	2523:	111012	311
8903	3364:	111012	311
8902	3828:	111012	311
8901	5046:	111012	311
8900	9251:	111012	311
8899	1708:	111020	310
8898	2135:	111020	310
8897	3172:	111020	310
8896	3965:	111020	310
8895	4270:	111020	310
8894	7930:	111020	310
8893	8540:	111020	310
8892	1609:	111021	310
8891	4827:	111021	310
8890	461:	111101	307
8889	205:	111110	306
8888	410:	111110	306
8887	1355:	111110	306
8886	2710:	111110	306
8885	2849:	111111	305
8884	5291:	111111	305
8883	8547:	111111	305
8882	323:	111112	304
8881	344:	111112	304
8880	646:	111112	304
8879	731:	111112	304
8878	817:	111112	304
8877	1292:	111112	304
8876	1462:	111112	304
8875	1634:	111112	304
8874	2584:	111112	304
8873	2924:	111112	304
8872	3268:	111112	304
8871	5848:	111112	304
8870	6536:	111112	304
8869	2315:	111120	303
8868	4630:	111120	303
8867	6945:	111120	303
8866	7408:	111120	303
8865	9260:	111120	303
8864	3475:	111200	301
8863	4448:	111200	301
8862	6950:	111200	301
8861	329:	111202	299
8860	338:	111202	299
8859	658:	111202	299
8858	2366:	111202	299
8857	4277:	111202	299
8856	7943:	111202	299
8855	8554:	111202	299
8854	7414:	111210	298
8853	332:	111220	296
8852	415:	111220	296
8851	830:	111220	296
8850	1660:	111220	296
8849	333:	111222	295
8848	666:	111222	295
8847	1503:	111222	295
8846	3006:	111222	295
8845	6179:	111222	295
8844	896:	112000	296
8843	3200:	112000	296
8842	4480:	112000	296
8841	8000:	112000	296
8840	2383:	112001	295
8839	1697:	112002	294
8838	3394:	112002	294
8837	5091:	112002	294
8836	974:	112010	293
8835	2435:	112010	293
8834	4870:	112010	293
8833	164:	112012	292
8832	683:	112012	292
8831	1366:	112012	292
8830	2732:	112012	292
8829	7468:	112020	291
8828	9335:	112020	291
8827	1231:	112021	290
8826	8617:	112021	290
8825	709:	112022	290
8824	1418:	112022	290
8823	1180:	112100	289
8822	1475:	112100	289
8821	2950:	112100	289
8820	4484:	112100	289
8819	5900:	112100	289
8818	129:	112101	288
8817	237:	112101	288
8816	869:	112101	288
8815	1419:	112101	288
8814	2607:	112101	288
8813	3397:	112101	288
8812	2437:	112102	288
8811	4874:	112102	288
8810	7474:	112110	287
8809	98:	112112	286
8808	196:	112112	286
8807	208:	112112	286
8806	392:	112112	286
8805	616:	112112	286
8804	784:	112112	286
8803	1078:	112112	286
8802	1144:	112112	286
8801	1232:	112112	286
8800	1274:	112112	286
8799	1456:	112112	286
8798	2156:	112112	286
8797	2288:	112112	286
8796	2548:	112112	286
8795	4312:	112112	286
8794	5096:	112112	286
8793	8008:	112112	286
8792	8624:	112112	286
8791	6229:	112122	283
8790	825:	112200	283
8789	1496:	112200	283
8788	1650:	112200	283
8787	3300:	112200	283
8786	4488:	112200	283
